Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
The Dark Knight,56,91.2%,30.4,3.1,29.8%,2026-03-15 00:00:00
The Dark Knight,55,51.8%,5.4,0.6,28.6%,2026-03-22 00:00:00
Forrest Gump,24,56.8%,9.3,2.3,,2025-03-30 00:00:00
Forrest Gump,24,62.2%,11.9,2.5,,2025-04-06 00:00:00
Forrest Gump,24,62.2%,12.7,2.7,,2025-04-13 00:00:00
Forrest Gump,24,64.9%,8.6,2.2,,2025-04-20 00:00:00
Forrest Gump,22,61.8%,12.4,2.4,,2025-04-27 00:00:00
Forrest Gump,25,60.5%,12.4,2.2,,2025-05-04 00:00:00
Forrest Gump,24,66.7%,11.3,2.6,,2025-05-11 00:00:00
Forrest Gump,25,62.2%,9.1,2.0,,2025-05-18 00:00:00
Forrest Gump,25,63.9%,8.2,2.1,8.3%,2025-05-25 00:00:00
Forrest Gump,25,56.4%,8.3,2.4,7.7%,2025-06-01 00:00:00
Forrest Gump,25,61.5%,10.2,2.3,7.7%,2025-06-08 00:00:00
Forrest Gump,25,61.5%,11.8,2.6,7.7%,2025-06-15 00:00:00
Forrest Gump,24,48.6%,9.0,1.9,8.1%,2025-06-22 00:00:00
Forrest Gump,25,59.5%,12.6,2.1,10.8%,2025-06-29 00:00:00
Forrest Gump,24,61.1%,8.7,2.3,8.3%,2025-07-06 00:00:00
Forrest Gump,24,55.3%,10.5,2.5,7.9%,2025-07-13 00:00:00
Forrest Gump,24,60.5%,39.4,2.2,13.2%,2025-07-20 00:00:00
Forrest Gump,25,57.9%,23.2,2.1,10.5%,2025-07-27 00:00:00
Forrest Gump,25,59.5%,16.5,2.4,10.8%,2025-08-03 00:00:00
Forrest Gump,25,52.6%,52.8,2.0,10.5%,2025-08-10 00:00:00
Forrest Gump,23,51.4%,23.5,2.3,13.5%,2025-08-17 00:00:00
Forrest Gump,23,61.1%,118.6,2.5,16.7%,2025-08-24 00:00:00
Forrest Gump,25,66.7%,21.8,2.6,16.7%,2025-08-31 00:00:00
Forrest Gump,24,57.9%,22.4,2.7,18.4%,2025-09-07 00:00:00
Forrest Gump,25,56.4%,26.8,2.5,20.5%,2025-09-14 00:00:00
Forrest Gump,27,64.1%,18.2,2.9,20.5%,2025-09-21 00:00:00
Forrest Gump,27,61.5%,22.7,2.5,25.6%,2025-09-28 00:00:00
Forrest Gump,27,61.5%,19.4,2.8,25.6%,2025-10-05 00:00:00
Forrest Gump,26,57.9%,15.4,2.6,28.9%,2025-10-12 00:00:00
Forrest Gump,26,65.8%,17.0,2.7,28.9%,2025-10-19 00:00:00
Forrest Gump,28,64.1%,14.2,2.3,30.8%,2025-10-26 00:00:00
Forrest Gump,28,68.4%,37.3,2.6,31.6%,2025-11-02 00:00:00
Forrest Gump,30,63.2%,18.1,2.3,34.2%,2025-11-09 00:00:00
Forrest Gump,31,65.0%,18.3,2.8,30.0%,2025-11-16 00:00:00
Forrest Gump,30,70.0%,23.1,2.7,27.5%,2025-11-23 00:00:00
Forrest Gump,32,75.0%,20.4,2.9,22.5%,2025-11-30 00:00:00
Forrest Gump,32,70.7%,21.5,2.9,22.0%,2025-12-07 00:00:00
Forrest Gump,31,79.5%,21.1,3.3,23.1%,2025-12-14 00:00:00
Forrest Gump,26,64.7%,11.7,1.8,26.5%,2025-12-21 00:00:00
Forrest Gump,23,43.8%,7.8,1.1,25.0%,2025-12-28 00:00:00
Forrest Gump,30,56.4%,11.2,2.3,23.1%,2026-01-04 00:00:00
Forrest Gump,30,71.8%,15.6,2.3,23.1%,2026-01-11 00:00:00
Forrest Gump,32,75.0%,17.7,2.9,22.5%,2026-01-18 00:00:00
Forrest Gump,33,66.7%,15.9,2.7,23.8%,2026-01-25 00:00:00
Forrest Gump,33,75.6%,16.2,2.6,26.8%,2026-02-01 00:00:00
Forrest Gump,35,80.5%,18.1,2.8,22.0%,2026-02-08 00:00:00
Forrest Gump,37,76.2%,16.7,2.7,23.8%,2026-02-15 00:00:00
Forrest Gump,39,81.0%,18.5,2.9,21.4%,2026-02-22 00:00:00
Forrest Gump,39,73.8%,13.2,2.7,16.7%,2026-03-01 00:00:00
Forrest Gump,39,77.5%,25.9,2.5,12.5%,2026-03-08 00:00:00
Forrest Gump,40,88.1%,27.7,3.0,21.4%,2026-03-15 00:00:00
Forrest Gump,41,46.5%,3.4,0.5,18.6%,2026-03-22 00:00:00
Fight Club,12,55.0%,10.6,2.4,,2025-03-30 00:00:00
Fight Club,11,50.0%,9.6,2.3,,2025-04-06 00:00:00
Fight Club,11,52.6%,7.5,2.1,,2025-04-13 00:00:00
Fight Club,12,45.0%,8.2,2.1,,2025-04-20 00:00:00
Fight Club,11,45.0%,8.1,1.5,,2025-04-27 00:00:00
Fight Club,13,45.0%,12.0,1.7,,2025-05-04 00:00:00
Fight Club,13,57.1%,9.4,2.6,,2025-05-11 00:00:00
Fight Club,13,61.9%,13.1,2.5,,2025-05-18 00:00:00
Fight Club,13,50.0%,8.9,2.1,10.0%,2025-05-25 00:00:00
Fight Club,13,60.0%,10.7,2.6,10.0%,2025-06-01 00:00:00
Fight Club,13,57.1%,9.3,2.6,9.5%,2025-06-08 00:00:00
Fight Club,12,60.0%,17.1,2.8,5.0%,2025-06-15 00:00:00
Fight Club,13,60.0%,19.3,2.5,10.0%,2025-06-22 00:00:00
Fight Club,14,57.1%,15.4,2.1,9.5%,2025-06-29 00:00:00
Fight Club,13,57.9%,13.9,2.8,10.5%,2025-07-06 00:00:00
Fight Club,14,60.0%,18.1,2.7,15.0%,2025-07-13 00:00:00
Fight Club,14,52.2%,26.3,2.2,8.7%,2025-07-20 00:00:00
Fight Club,14,58.3%,20.5,2.6,8.3%,2025-07-27 00:00:00
Fight Club,14,54.2%,9.7,2.0,8.3%,2025-08-03 00:00:00
Fight Club,15,60.9%,18.7,2.4,8.7%,2025-08-10 00:00:00
Fight Club,14,54.5%,60.3,2.9,13.6%,2025-08-17 00:00:00
Fight Club,14,56.5%,11.6,2.1,13.0%,2025-08-24 00:00:00
Fight Club,14,63.6%,9.2,2.1,13.6%,2025-08-31 00:00:00
Fight Club,14,66.7%,10.5,2.1,19.0%,2025-09-07 00:00:00
Fight Club,14,58.3%,8.5,2.3,16.7%,2025-09-14 00:00:00
Fight Club,14,54.2%,9.3,1.9,16.7%,2025-09-21 00:00:00
Fight Club,14,54.2%,10.3,2.5,16.7%,2025-09-28 00:00:00
Fight Club,13,47.8%,8.4,1.5,17.4%,2025-10-05 00:00:00
Fight Club,14,54.2%,9.0,1.6,12.5%,2025-10-12 00:00:00
Fight Club,15,52.0%,10.9,1.8,12.0%,2025-10-19 00:00:00
Fight Club,14,45.8%,10.0,1.8,16.7%,2025-10-26 00:00:00
Fight Club,15,48.0%,13.0,1.5,16.0%,2025-11-02 00:00:00
Fight Club,15,56.0%,9.5,2.0,8.0%,2025-11-09 00:00:00
Fight Club,15,56.0%,14.1,2.2,12.0%,2025-11-16 00:00:00
Fight Club,12,47.6%,9.9,2.6,14.3%,2025-11-23 00:00:00
Fight Club,14,52.2%,8.4,1.9,8.7%,2025-11-30 00:00:00
Fight Club,13,54.5%,12.3,2.4,13.6%,2025-12-07 00:00:00
Fight Club,14,47.8%,13.9,2.4,8.7%,2025-12-14 00:00:00
Fight Club,10,58.8%,6.0,1.8,11.8%,2025-12-21 00:00:00
Fight Club,13,47.1%,3.7,0.9,11.8%,2025-12-28 00:00:00
Fight Club,15,60.9%,9.0,2.0,8.7%,2026-01-04 00:00:00
Fight Club,15,65.2%,9.5,2.1,8.7%,2026-01-11 00:00:00
Fight Club,15,47.8%,13.6,2.1,8.7%,2026-01-18 00:00:00
Fight Club,16,62.5%,13.3,2.3,8.3%,2026-01-25 00:00:00
Fight Club,16,58.3%,11.0,2.3,8.3%,2026-02-01 00:00:00
Fight Club,15,63.6%,9.1,1.8,9.1%,2026-02-08 00:00:00
Fight Club,17,60.9%,14.8,2.2,8.7%,2026-02-15 00:00:00
Fight Club,16,59.1%,19.7,2.5,9.1%,2026-02-22 00:00:00
Fight Club,19,63.6%,17.4,2.2,13.6%,2026-03-01 00:00:00
Fight Club,19,73.9%,29.2,2.6,8.7%,2026-03-08 00:00:00
Fight Club,19,77.3%,17.8,2.4,4.5%,2026-03-15 00:00:00
Fight Club,19,52.4%,5.0,0.6,14.3%,2026-03-22 00:00:00
Goodfellas,53,15.6%,7.9,1.6,,2025-03-30 00:00:00
Goodfellas,53,13.3%,7.4,1.3,,2025-04-06 00:00:00
Goodfellas,56,16.3%,8.4,1.4,,2025-04-13 00:00:00
Goodfellas,57,18.0%,10.2,1.5,,2025-04-20 00:00:00
Goodfellas,52,15.1%,7.3,0.9,,2025-04-27 00:00:00
Goodfellas,57,15.4%,7.2,1.2,,2025-05-04 00:00:00
Goodfellas,60,17.6%,11.5,1.6,,2025-05-11 00:00:00
Goodfellas,59,18.2%,11.4,1.7,,2025-05-18 00:00:00
Goodfellas,59,17.6%,12.2,1.7,3.8%,2025-05-25 00:00:00
Goodfellas,59,16.9%,14.3,1.7,3.6%,2025-06-01 00:00:00
Goodfellas,60,19.0%,10.0,1.6,4.0%,2025-06-08 00:00:00
Goodfellas,57,18.6%,12.1,1.6,4.3%,2025-06-15 00:00:00
Goodfellas,58,18.9%,12.4,1.7,4.6%,2025-06-22 00:00:00
Goodfellas,58,14.7%,8.1,1.2,4.7%,2025-06-29 00:00:00
Goodfellas,56,16.5%,7.8,1.4,4.7%,2025-07-06 00:00:00
Goodfellas,54,17.2%,11.9,1.5,5.1%,2025-07-13 00:00:00
Goodfellas,65,19.9%,19.9,1.6,6.5%,2025-07-20 00:00:00
Goodfellas,65,20.4%,12.5,1.6,6.6%,2025-07-27 00:00:00
Goodfellas,63,18.1%,11.3,1.5,5.7%,2025-08-03 00:00:00
Goodfellas,62,19.2%,9.7,1.5,5.7%,2025-08-10 00:00:00
Goodfellas,63,22.3%,9.7,1.7,6.6%,2025-08-17 00:00:00
Goodfellas,64,21.7%,11.4,1.5,5.9%,2025-08-24 00:00:00
Goodfellas,69,22.0%,12.6,1.6,5.3%,2025-08-31 00:00:00
Goodfellas,66,20.5%,10.1,1.5,5.6%,2025-09-07 00:00:00
Goodfellas,67,21.1%,11.7,1.5,5.7%,2025-09-14 00:00:00
Goodfellas,66,21.2%,8.7,1.4,5.8%,2025-09-21 00:00:00
Goodfellas,75,23.3%,11.8,1.5,6.5%,2025-09-28 00:00:00
Goodfellas,75,22.3%,10.1,1.4,6.8%,2025-10-05 00:00:00
Goodfellas,78,23.7%,12.6,1.5,6.5%,2025-10-12 00:00:00
Goodfellas,80,25.2%,15.3,1.6,7.3%,2025-10-19 00:00:00
Goodfellas,80,25.2%,13.0,1.6,8.3%,2025-10-26 00:00:00
Goodfellas,82,22.8%,10.0,1.3,9.0%,2025-11-02 00:00:00
Goodfellas,83,24.6%,11.1,1.5,8.9%,2025-11-09 00:00:00
Goodfellas,89,25.2%,13.8,1.6,9.0%,2025-11-16 00:00:00
Goodfellas,102,29.5%,14.9,1.7,8.9%,2025-11-23 00:00:00
Goodfellas,105,30.8%,12.9,1.7,9.2%,2025-11-30 00:00:00
Goodfellas,110,31.1%,12.5,1.7,10.7%,2025-12-07 00:00:00
Goodfellas,108,31.5%,14.7,1.9,10.4%,2025-12-14 00:00:00
Goodfellas,103,27.0%,6.0,0.9,10.1%,2025-12-21 00:00:00
Goodfellas,94,23.9%,5.2,0.7,8.6%,2025-12-28 00:00:00
Goodfellas,190,51.0%,10.1,1.6,10.6%,2026-01-04 00:00:00
Goodfellas,199,53.0%,13.4,2.2,9.8%,2026-01-11 00:00:00
Goodfellas,201,58.7%,17.1,2.3,9.9%,2026-01-18 00:00:00
Goodfellas,251,68.8%,18.8,2.4,10.9%,2026-01-25 00:00:00
Goodfellas,256,69.9%,21.1,2.5,10.4%,2026-02-01 00:00:00
Goodfellas,257,72.1%,19.0,2.5,11.4%,2026-02-08 00:00:00
Goodfellas,282,84.3%,23.5,2.9,12.5%,2026-02-15 00:00:00
Goodfellas,285,81.1%,24.0,2.8,11.5%,2026-02-22 00:00:00
Goodfellas,297,83.9%,23.0,2.9,16.1%,2026-03-01 00:00:00
Goodfellas,296,80.2%,23.6,2.8,18.6%,2026-03-08 00:00:00
Goodfellas,297,88.1%,30.7,3.1,22.1%,2026-03-15 00:00:00
Goodfellas,291,56.0%,5.0,0.6,26.1%,2026-03-22 00:00:00
The Godfather,6,71.4%,17.0,2.3,,2025-03-30 00:00:00
The Godfather,6,57.1%,9.1,1.9,,2025-04-06 00:00:00
The Godfather,6,57.1%,11.1,2.0,,2025-04-13 00:00:00
The Godfather,5,66.7%,12.5,1.3,,2025-04-20 00:00:00
The Godfather,5,66.7%,9.7,2.0,,2025-04-27 00:00:00
The Godfather,6,71.4%,12.7,2.3,,2025-05-04 00:00:00
The Godfather,7,85.7%,16.6,2.1,,2025-05-11 00:00:00
The Godfather,7,85.7%,14.4,3.1,,2025-05-18 00:00:00
The Godfather,7,85.7%,17.4,2.6,14.3%,2025-05-25 00:00:00
The Godfather,7,75.0%,18.7,3.0,12.5%,2025-06-01 00:00:00
The Godfather,7,87.5%,13.9,3.0,12.5%,2025-06-08 00:00:00
The Godfather,7,71.4%,18.9,2.4,14.3%,2025-06-15 00:00:00
The Godfather,7,85.7%,20.9,2.9,14.3%,2025-06-22 00:00:00
The Godfather,7,71.4%,8.4,1.6,14.3%,2025-06-29 00:00:00
The Godfather,5,100.0%,5.4,2.4,,2025-07-06 00:00:00
The Godfather,7,85.7%,25.6,1.7,14.3%,2025-07-13 00:00:00
The Godfather,7,85.7%,10.0,2.1,14.3%,2025-07-20 00:00:00
The Godfather,7,100.0%,32.4,2.9,28.6%,2025-07-27 00:00:00
The Godfather,6,66.7%,8.0,2.0,33.3%,2025-08-03 00:00:00
The Godfather,7,85.7%,25.6,1.9,28.6%,2025-08-10 00:00:00
The Godfather,6,66.7%,84.3,1.8,33.3%,2025-08-17 00:00:00
The Godfather,6,83.3%,13.7,2.3,33.3%,2025-08-24 00:00:00
The Godfather,8,87.5%,7.4,2.3,25.0%,2025-08-31 00:00:00
The Godfather,7,85.7%,13.3,2.9,28.6%,2025-09-07 00:00:00
The Godfather,8,75.0%,14.4,2.1,12.5%,2025-09-14 00:00:00
The Godfather,8,75.0%,9.3,2.3,12.5%,2025-09-21 00:00:00
The Godfather,7,75.0%,9.9,2.1,12.5%,2025-09-28 00:00:00
The Godfather,7,87.5%,10.1,2.3,12.5%,2025-10-05 00:00:00
The Godfather,7,62.5%,33.1,2.3,12.5%,2025-10-12 00:00:00
The Godfather,7,50.0%,9.8,1.5,12.5%,2025-10-19 00:00:00
The Godfather,8,75.0%,10.8,1.5,12.5%,2025-10-26 00:00:00
The Godfather,8,75.0%,18.8,2.3,12.5%,2025-11-02 00:00:00
The Godfather,8,62.5%,14.9,2.5,12.5%,2025-11-09 00:00:00
The Godfather,7,50.0%,16.3,1.6,25.0%,2025-11-16 00:00:00
The Godfather,7,62.5%,16.8,1.6,25.0%,2025-11-23 00:00:00
The Godfather,7,62.5%,22.7,2.9,25.0%,2025-11-30 00:00:00
The Godfather,7,75.0%,26.3,2.3,25.0%,2025-12-07 00:00:00
The Godfather,7,87.5%,16.1,2.4,25.0%,2025-12-14 00:00:00
The Godfather,6,42.9%,5.4,0.9,14.3%,2025-12-21 00:00:00
The Godfather,3,66.7%,7.0,1.3,66.7%,2025-12-28 00:00:00
The Godfather,6,42.9%,14.6,1.9,28.6%,2026-01-04 00:00:00
The Godfather,7,75.0%,19.6,2.3,25.0%,2026-01-11 00:00:00
The Godfather,7,50.0%,16.9,2.0,25.0%,2026-01-18 00:00:00
The Godfather,7,62.5%,22.4,2.4,25.0%,2026-01-25 00:00:00
The Godfather,7,75.0%,27.7,3.0,25.0%,2026-02-01 00:00:00
The Godfather,7,87.5%,31.7,3.1,37.5%,2026-02-08 00:00:00
The Godfather,7,75.0%,34.0,3.1,25.0%,2026-02-15 00:00:00
The Godfather,8,87.5%,47.3,3.8,25.0%,2026-02-22 00:00:00
The Godfather,8,100.0%,59.8,4.4,37.5%,2026-03-01 00:00:00
The Godfather,8,100.0%,38.5,4.5,37.5%,2026-03-08 00:00:00
The Godfather,8,100.0%,37.8,4.8,37.5%,2026-03-15 00:00:00
The Godfather,8,75.0%,9.6,0.8,37.5%,2026-03-22 00:00:00
Inception,39,50.0%,12.1,2.2,,2025-03-30 00:00:00
Inception,39,49.3%,12.1,1.9,,2025-04-06 00:00:00
Inception,40,45.7%,12.0,2.0,,2025-04-13 00:00:00
Inception,38,43.9%,10.2,1.8,,2025-04-20 00:00:00
Inception,37,39.7%,9.8,1.5,,2025-04-27 00:00:00
Inception,40,55.2%,11.2,2.4,,2025-05-04 00:00:00
Inception,44,57.4%,16.8,2.4,,2025-05-11 00:00:00
Inception,46,54.3%,14.7,2.4,,2025-05-18 00:00:00
Inception,45,52.2%,18.0,2.3,13.0%,2025-05-25 00:00:00
Inception,44,58.6%,11.8,2.1,14.3%,2025-06-01 00:00:00
Inception,45,55.7%,12.7,2.3,17.1%,2025-06-08 00:00:00
Inception,44,58.0%,18.2,2.3,15.9%,2025-06-15 00:00:00
Inception,46,58.6%,12.6,2.3,20.0%,2025-06-22 00:00:00
Inception,43,53.1%,10.9,1.8,18.8%,2025-06-29 00:00:00
Inception,45,55.1%,10.5,1.9,21.7%,2025-07-06 00:00:00
Inception,48,58.9%,20.8,2.2,23.3%,2025-07-13 00:00:00
Inception,48,54.8%,29.9,2.2,21.9%,2025-07-20 00:00:00
Inception,47,55.6%,24.6,2.2,19.4%,2025-07-27 00:00:00
Inception,45,56.7%,29.8,2.1,20.9%,2025-08-03 00:00:00
Inception,47,62.0%,31.6,2.4,19.7%,2025-08-10 00:00:00
Inception,47,54.3%,35.4,2.1,21.4%,2025-08-17 00:00:00
Inception,48,62.0%,24.5,2.3,22.5%,2025-08-24 00:00:00
Inception,49,54.8%,20.6,2.2,20.5%,2025-08-31 00:00:00
Inception,48,60.9%,21.1,2.3,24.6%,2025-09-07 00:00:00
Inception,52,58.9%,19.4,1.9,23.3%,2025-09-14 00:00:00
Inception,50,58.3%,20.0,2.5,25.0%,2025-09-21 00:00:00
Inception,51,58.9%,21.2,2.3,26.0%,2025-09-28 00:00:00
Inception,50,64.3%,22.7,2.6,22.9%,2025-10-05 00:00:00
Inception,51,63.9%,18.4,2.5,22.2%,2025-10-12 00:00:00
Inception,53,61.1%,23.7,2.6,25.0%,2025-10-19 00:00:00
Inception,55,64.9%,22.5,2.5,25.7%,2025-10-26 00:00:00
Inception,54,66.2%,22.6,2.6,25.7%,2025-11-02 00:00:00
Inception,56,61.8%,37.4,2.3,25.0%,2025-11-09 00:00:00
Inception,56,60.0%,25.3,2.4,24.0%,2025-11-16 00:00:00
Inception,55,71.2%,24.0,2.4,24.7%,2025-11-23 00:00:00
Inception,56,68.4%,19.1,2.7,23.7%,2025-11-30 00:00:00
Inception,55,66.2%,19.1,2.5,25.7%,2025-12-07 00:00:00
Inception,53,67.6%,19.7,2.4,28.2%,2025-12-14 00:00:00
Inception,38,46.4%,10.3,1.4,26.8%,2025-12-21 00:00:00
Inception,39,46.2%,8.9,1.0,26.9%,2025-12-28 00:00:00
Inception,54,63.8%,12.5,2.4,30.4%,2026-01-04 00:00:00
Inception,55,68.9%,18.4,2.9,27.0%,2026-01-11 00:00:00
Inception,55,64.0%,17.7,2.7,28.0%,2026-01-18 00:00:00
Inception,55,66.7%,22.0,3.4,26.7%,2026-01-25 00:00:00
Inception,57,66.7%,20.2,2.8,29.3%,2026-02-01 00:00:00
Inception,58,72.0%,20.3,3.1,28.0%,2026-02-08 00:00:00
Inception,56,74.3%,18.4,3.0,24.3%,2026-02-15 00:00:00
Inception,60,74.0%,22.2,3.5,30.1%,2026-02-22 00:00:00
Inception,64,78.7%,25.2,3.5,30.7%,2026-03-01 00:00:00
Inception,64,81.3%,37.5,3.6,29.3%,2026-03-08 00:00:00
Inception,71,92.0%,34.6,3.6,32.0%,2026-03-15 00:00:00
Inception,64,65.2%,4.9,0.7,30.4%,2026-03-22 00:00:00
The Matrix,4,57.1%,16.8,3.5,,2025-03-30 00:00:00
The Matrix,3,50.0%,16.3,3.7,,2025-04-06 00:00:00
The Matrix,2,50.0%,8.0,3.0,,2025-04-13 00:00:00
The Matrix,3,33.3%,8.0,1.7,,2025-04-20 00:00:00
The Matrix,4,42.9%,8.8,1.8,,2025-04-27 00:00:00
The Matrix,4,42.9%,3.5,1.8,,2025-05-04 00:00:00
The Matrix,5,71.4%,18.4,2.8,,2025-05-11 00:00:00
The Matrix,5,57.1%,14.4,3.0,,2025-05-18 00:00:00
The Matrix,5,71.4%,25.6,3.6,,2025-05-25 00:00:00
The Matrix,5,71.4%,23.0,3.8,14.3%,2025-06-01 00:00:00
The Matrix,5,71.4%,17.8,3.4,,2025-06-08 00:00:00
The Matrix,5,71.4%,18.8,3.2,,2025-06-15 00:00:00
The Matrix,5,71.4%,13.8,2.8,,2025-06-22 00:00:00
The Matrix,4,66.7%,24.8,3.5,,2025-06-29 00:00:00
The Matrix,4,66.7%,10.3,2.5,16.7%,2025-07-06 00:00:00
The Matrix,6,85.7%,13.2,3.3,14.3%,2025-07-13 00:00:00
The Matrix,6,71.4%,4.3,1.8,14.3%,2025-07-20 00:00:00
The Matrix,6,85.7%,10.3,2.7,14.3%,2025-07-27 00:00:00
The Matrix,6,71.4%,8.7,2.2,14.3%,2025-08-03 00:00:00
The Matrix,6,71.4%,7.7,2.5,14.3%,2025-08-10 00:00:00
The Matrix,6,57.1%,30.8,2.7,28.6%,2025-08-17 00:00:00
The Matrix,6,57.1%,16.5,1.8,28.6%,2025-08-24 00:00:00
The Matrix,6,85.7%,17.2,3.2,28.6%,2025-08-31 00:00:00
The Matrix,5,71.4%,21.0,3.8,28.6%,2025-09-07 00:00:00
The Matrix,4,66.7%,17.8,4.8,33.3%,2025-09-14 00:00:00
The Matrix,5,83.3%,12.8,2.5,33.3%,2025-09-21 00:00:00
The Matrix,6,85.7%,25.3,3.1,28.6%,2025-09-28 00:00:00
The Matrix,5,71.4%,20.3,2.9,28.6%,2025-10-05 00:00:00
The Matrix,6,71.4%,6.1,1.9,28.6%,2025-10-12 00:00:00
The Matrix,5,83.3%,12.7,2.7,16.7%,2025-10-19 00:00:00
The Matrix,6,71.4%,14.2,2.3,28.6%,2025-10-26 00:00:00
The Matrix,6,85.7%,15.7,2.8,28.6%,2025-11-02 00:00:00
The Matrix,6,100.0%,21.5,3.7,33.3%,2025-11-09 00:00:00
The Matrix,6,85.7%,21.0,4.0,28.6%,2025-11-16 00:00:00
The Matrix,6,85.7%,14.3,3.5,28.6%,2025-11-23 00:00:00
The Matrix,6,85.7%,15.8,3.8,28.6%,2025-11-30 00:00:00
The Matrix,6,71.4%,11.8,3.2,28.6%,2025-12-07 00:00:00
The Matrix,7,87.5%,15.4,3.9,37.5%,2025-12-14 00:00:00
The Matrix,5,50.0%,3.2,1.0,16.7%,2025-12-21 00:00:00
The Matrix,4,80.0%,4.5,1.5,,2025-12-28 00:00:00
The Matrix,7,75.0%,10.3,2.6,12.5%,2026-01-04 00:00:00
The Matrix,7,75.0%,5.7,2.7,12.5%,2026-01-11 00:00:00
The Matrix,7,87.5%,14.0,3.9,,2026-01-18 00:00:00
The Matrix,7,87.5%,14.9,3.6,,2026-01-25 00:00:00
The Matrix,7,87.5%,16.6,3.5,12.5%,2026-02-01 00:00:00
The Matrix,7,87.5%,7.8,2.6,,2026-02-08 00:00:00
The Matrix,6,71.4%,6.4,2.3,,2026-02-15 00:00:00
The Matrix,7,87.5%,13.9,3.5,,2026-02-22 00:00:00
The Matrix,7,87.5%,7.5,2.8,,2026-03-01 00:00:00
The Matrix,8,100.0%,21.9,2.9,,2026-03-08 00:00:00
The Matrix,8,75.0%,26.9,2.6,,2026-03-15 00:00:00
The Matrix,8,50.0%,6.8,0.5,,2026-03-22 00:00:00
Pulp Fiction,4,66.7%,19.2,3.0,,2025-03-30 00:00:00
Pulp Fiction,4,50.0%,15.8,1.8,,2025-04-06 00:00:00
Pulp Fiction,4,66.7%,16.0,2.4,,2025-04-13 00:00:00
Pulp Fiction,4,50.0%,15.3,2.3,,2025-04-20 00:00:00
Pulp Fiction,4,50.0%,12.5,3.3,,2025-04-27 00:00:00
Pulp Fiction,5,57.1%,16.8,3.0,,2025-05-04 00:00:00
Pulp Fiction,5,57.1%,10.8,2.2,,2025-05-11 00:00:00
Pulp Fiction,4,42.9%,13.0,1.8,,2025-05-18 00:00:00
Pulp Fiction,4,57.1%,14.5,3.0,14.3%,2025-05-25 00:00:00
Pulp Fiction,4,57.1%,14.5,3.3,14.3%,2025-06-01 00:00:00
Pulp Fiction,4,57.1%,20.0,3.0,14.3%,2025-06-08 00:00:00
Pulp Fiction,4,57.1%,23.3,3.0,14.3%,2025-06-15 00:00:00
Pulp Fiction,4,57.1%,26.8,3.3,14.3%,2025-06-22 00:00:00
Pulp Fiction,4,57.1%,9.5,2.5,14.3%,2025-06-29 00:00:00
Pulp Fiction,4,57.1%,10.8,2.5,14.3%,2025-07-06 00:00:00
Pulp Fiction,3,50.0%,4.7,2.0,,2025-07-13 00:00:00
Pulp Fiction,4,57.1%,3.0,1.3,14.3%,2025-07-20 00:00:00
Pulp Fiction,4,50.0%,9.8,2.5,16.7%,2025-07-27 00:00:00
Pulp Fiction,3,50.0%,13.0,4.0,16.7%,2025-08-03 00:00:00
Pulp Fiction,4,57.1%,11.5,2.8,14.3%,2025-08-10 00:00:00
Pulp Fiction,3,33.3%,9.7,1.7,,2025-08-17 00:00:00
Pulp Fiction,4,57.1%,17.5,2.3,14.3%,2025-08-24 00:00:00
Pulp Fiction,4,57.1%,19.3,2.0,14.3%,2025-08-31 00:00:00
Pulp Fiction,4,57.1%,33.0,3.0,14.3%,2025-09-07 00:00:00
Pulp Fiction,8,72.7%,24.8,3.4,27.3%,2025-09-14 00:00:00
Pulp Fiction,10,72.7%,21.8,2.5,27.3%,2025-09-21 00:00:00
Pulp Fiction,8,77.8%,25.9,2.9,33.3%,2025-09-28 00:00:00
Pulp Fiction,9,80.0%,19.6,3.2,30.0%,2025-10-05 00:00:00
Pulp Fiction,10,90.9%,16.8,2.6,27.3%,2025-10-12 00:00:00
Pulp Fiction,10,72.7%,16.3,2.5,36.4%,2025-10-19 00:00:00
Pulp Fiction,10,81.8%,16.2,2.6,27.3%,2025-10-26 00:00:00
Pulp Fiction,10,72.7%,13.8,2.3,36.4%,2025-11-02 00:00:00
Pulp Fiction,9,70.0%,8.4,1.9,40.0%,2025-11-09 00:00:00
Pulp Fiction,9,90.0%,13.2,2.8,40.0%,2025-11-16 00:00:00
Pulp Fiction,9,50.0%,9.2,1.8,20.0%,2025-11-23 00:00:00
Pulp Fiction,9,90.0%,13.3,2.4,30.0%,2025-11-30 00:00:00
Pulp Fiction,9,60.0%,11.2,1.4,20.0%,2025-12-07 00:00:00
Pulp Fiction,9,80.0%,18.9,2.2,30.0%,2025-12-14 00:00:00
Pulp Fiction,4,50.0%,10.0,1.0,25.0%,2025-12-21 00:00:00
Pulp Fiction,4,75.0%,1.3,1.0,,2025-12-28 00:00:00
Pulp Fiction,9,100.0%,15.0,3.3,11.1%,2026-01-04 00:00:00
Pulp Fiction,9,80.0%,10.8,2.2,10.0%,2026-01-11 00:00:00
Pulp Fiction,9,60.0%,9.0,1.7,10.0%,2026-01-18 00:00:00
Pulp Fiction,9,90.0%,12.6,2.5,10.0%,2026-01-25 00:00:00
Pulp Fiction,10,90.0%,4.1,1.6,10.0%,2026-02-01 00:00:00
Pulp Fiction,9,100.0%,14.8,2.9,11.1%,2026-02-08 00:00:00
